Text,Label
አባታችን ግድየለም ስለኦነግ አብይ ይፈርደናል የጊዜ,Individual
ይህ የሚኒሻ ሰራዊት ከበላይ ከፍተኛ አመራሩ 98% በ ፅንፈኛ ኦሮሞ አመራሮች የተሞላ ሲሆን ተራ ወታደሩ 80% ያህሉ በኦነግ ወታደር ተዋቅሮ የተገነባ ነው ስንል በእውነተኛ መረጃ ይዘን ነው,Country
የስራ ቦታቸው መልሰን የጋላን እንሰሳዊ ባህሪ ማጋለጣችንን አጠናክረን እንቀጥላለን ጋላ ጋሊኛ እራቅ አድርጎ እስኪቀበር ትግሉ ይቀጥላል ጋላን ያጠገብነው እኛው የበቆሎ ገንፎ ሲበላ የነበረ ዘላን እንጀራ በወጥ አስለምደን ሁን ብንለው ጅንስ ለባሽ እንሰሳ አረፈ,Regional
አብይ እነ ጃል መሮን ሸኔ በማቀፍና የተወሰኑ ስልጣኖች በመስጠት፣ የነ ጃል መሮን ጦር ማቀፉን በጣም ይፈልገዋል,Country
አማራና ኦርቶዶክስነትን ተያይዛችኋታል አድሷ የመደራጃ መንገድ መሆኗ ታድያ ወሎየው ሙስሊም ራሱን አድርጎ መኖሩ ግድ ሊሆን ነገሩ አማራነትን ኦርቶዶክስነት ካደረጋችሁት ቆያችሁ አማራው በብሄር አልደራጅ ኢትዮጵያዊነትን ሲያቀነቅንና የሌሎች ሀይሎች መሳሪያ እንዳይሆን ስጋት ሲገባችሁ በሀይማኖት ሽፋን እንድቆም ይዛች,Regional
የአብይ መንግስት የተጠቃና የአንድ ግለሰብን ወንበር ለማስቀጠል የሚሞት ስብስብ መሆኑ ነው,Country
አፍነጫ ሲመታ አይን እንደሚያለቅሰዉ ሁሉ ከየትኛውም አለም ጥግ አንድ አማራ ሲነካ ሁሉም በጋራ ሊያመው ይገባል,Regional
የአማራ ሚድያ ኮርፖሬሸን በዛ በጨለማ ዘመን ወያኔ ጥርስ በነበራትና በማይደፍርበት ዘመን ደፍሮ የአገራችን ህዝቦች በተለይም የአማራ በደልን ህልውናውን አስይዞ ያጋለጠ የተጋለ ድርጅት አሁንም ሚዛናዊ ዘገባ በመስራት ቀድመው ከተመሰረቱት ከነ ሳይቀር የተሻለ የአማራ ኩራት የሆነ ድርጅት ግጭት ከማባባስ በቀር ለዚህ የተበደለ አን,Non-Racist
በጥራቃ,Individual
በአስተሳሰባችሁ እምትነቁ,Individual
የተሸዋረረ ያተ አይን,Non-Racist
ጓደኞቸም ከዚህ የራቁና መፅሀፍ አንባቢወች ናቸውወጣቱ ቢራ ከመጠጣትሰከሮ ከመደባደብቁማር ከመጫወትሲጋራ ከማጨስጫት ከመቃም ወጥተው ትክክለኛው ተክለቁመና መፅሀፍ ማንበብስፖርት መስራትና ሀይማኖቱ ፀሎት ማድረግንን ሊለማመድ,Non-Racist
በመጤ እርስተ ጉልት የለሽ እስላም የአማራ መዋከብ የለበትም,Country
ቃላት የለኝም አንተን የምገልጽበት እውነተኛ ልጇ ለቤን ጠበቃዋ የወጌል አርበኛ ብየ ልግለጽህ በአንተ በሰማእታቱ ደም አለን,Country
ኦሮሞ ነፍጥኞች የሚማልዱለትን ሃይማኖት ሊኖረው አይችልም,Regional
ቅማንት የሚናገርለት ጠፍቶ ታፍኖ,Regional
ጣርሞት ላይ የሚገኘዉ የፋሽስቱ ጨፍጫፊዉ የአብይ የኦሮሙማ አምባገነን አገዛዛ ትላንት በ28/2/2016 ዓ.ም በጎጃም አዊ ዞን በአዘና እና ግምዣ ቤት በተደረገ ጦርነት ነበልባሉ ፋኖ ስፍር ቁጥር የጠላት ኃይል ሲረፈርፍ መዋሉ ይታወቃል,Regional
ረኽ ሰ ክክክጨ ኦሮምያ ቱሉቦሎ የኢትዮጵያን ሰንደቅ እንዳትይዙ ማፈርያወች ጀሪያ ኦሮምያን አሳየኝና አድስ አበባን ማስተዳደር እንደምትችል እነግርሀለው ንገሩኝ ባይ ሁላ,Country
መልሱ ግልጽ,Non-Racist
አማራ ምንድ ሆዱ ከሞላ ተላላኪ የሚችል ህፃናት አሰቃይቶ ገንዘብ የሚቀበል ሽፍታ በግና ዘይት የሚዘርፍ በውሸት የተሞላ ለአማራ ውሸት ሆዱ ከሞላ በሽለላ ፉከራ አንደኛ ሚኒሊክ ይሙት እያለ የሚኖር ምንሊክ መሞቱን እንኳን የማያቅ ከነዚህ ጋ ተብሎ የሚኖር,Regional
በህይወቴ ፕሮቴስታንት ሃይማኖት የምጠላው እምነት የለኝም አለም እምነት ተከታዮች ሴራ ሰላሟን ያጣችው,Country
ሁን,Country
የባለስልጣናቱ ልሳን እንጅ የህዝብ ተወው ወዳጀ የአማራ ድምፅ ራሱ አማራ,Non-Racist
ጋላ የግጦሽ እንጅ መስርቶ ያወቃል,Regional
በመጀመሪያ እንኳን መጣህልን,Non-Racist
ፋኖዎች የመልሶ ማጥቃት በማድረግ፣  በላሊበላ የሰፈረውን የአገዛዙ አሸባሪ ጦር አፍረክረዉት ከተማዋን ተቆጣጥረዋል,Country
ተጨማሪ ማሳሰቢያ:- አማራን እናጥፋዉ የሚባለው ነገር ለሁሉም አማራ ይድረስ,Regional
በዚሁ አካባቢ በፋኖ በተጣለ የደፈጣ ጥቃት የብልጽግና ሰራዊት ጉዳት አስተናግዷል,Individual
ምህረት መቀሌን የትግራይን በታንክ እደበድባለው ሲፎክር ሊሸለም ሊዋጋ የሚሄድ ይመስላል የምታዩት ከማይጨው ኮረም ሲሸሽ በጀግኖቹ አልሞ ተኳሾቹ በትግራይ መከላከያ ሰራዊት ከነሙሉ ብርጌዱ የተደመሰሰው የፎጣ ለባሹ የፋኖው እረኛ ኮሎኔል ደጀኔ ፀጋየ ትግራይ ታሸንፋለች ያሸንፋል አርቲስት ሰሎሞን ተካልኝ መሀሪ,Country
ድድብናችሁ ወደር አልተገኘለትም,Individual
ሁለት ጓደኛሞች ሲያወሩ አባቴ እኔን ለማስታማር አምስት አህያ ሽጧል ይለዋል ጓደኛውም መልሶ አባትህ አጥፍተዋል አህያ ለማስተማር አህያ ይሸጣሉ አለው ከገባህ አንተም ተቆጥረህ የህዝብ ቁጥራችን በሰው ከፍ የለ,Non-Racist
ባዶ ትምክህታችሁና የአስተሳሰብ ድህነታችሁ ከአለም ማህበረሰብ ያስቀራችሁከአለም በምንም መስፈርት ቀር መሆናችሁን ስለማታውቅ እንኳን መቀበል መስማት አትፈልግም,Regional
ሰበር ጎንደር ደብረፅዩን ታይቶ ህዝቡ ተሰብስበው እንያዘው አንያዘው ብፅው ሲግደረደሩ አስመለጡት,Non-Racist
የጥቅምት የምሽት ሰበር የህወሀት አዛዦች መትረየስ ተማርኳል የአማራ ሀይልና ሚሊሻ ወልቃይት ጠገደን ተቆጣጥሮ ሁመራ እየገሰገሰ መረጃውን የቴሌግራም ቻናል ያገኙታል መረጃወችን በቴሌግራም ይዘን እመለሳለን ዘላለማዊ ለእናት ነካሽ ባንዳወች,Regional
ስሆነም በቅርብ ያሉ ህዝባዊ ሀይሉ መሪወች ይህን ለመከፋፈል የሚሰሩ የውስጥ ተላላኪዎችን መከላከያወች የመመንጠር እና እርምጃ ወስዶ የአገዛዙን ምኞት ማምከን ባስቸኳይ መፍጠን ያስፈልጋል ፡,Country
ለምሳሌ አባ ጅፋር የጅማ ፎታቸው መስጊድ ግድግዳ ሙዜም ሊሰቀል በቤተክርስትያን ለሰሩ በታሪክ ለትውልድ ታስተላልፋለች,Non-Racist
ጀግናው መከላከያ የአማራ ሀይል ሁመራን ተቆጣጠሩ የበጌምድር ጎንደር አካል የነበረችው ወያኔ በጉልበት ትግራይ አካቷት የቆየችው ሁመራን መከላከያ የአማራ ሀይል ባደረጉት የተቀናጀ ጥቃት ተቆጣጥረዋል የትግራይ ሀይል እጃቸውን እየሰጡ የወያኔ ሰራዊት ተደምስሷል,Regional
ብላችሁ በግድም ሰልፍ እንዳይቀር አድርጉ እስክንድር ከቀረበት,Non-Racist
የብልጽግና አመራሮችን አጅቦ በሚጓዝ የብልጽግና ሰራዊት ላይ ዳንግላ አካባቢ በተጣለ የደፈጣ ጥቃት ከፍተኛ ጉዳት ደርሷል,Country
ከተቋሙ በቂ ምላሸ እንጠብቃለን ሙያዊ ግደታውን በነፃነት ለመወጣት ጥረት የማያደርግ ዛሬም ሆድ አደር ሚድያ ማየት በእጅጉ ያማል,Individual
ታደሰ ካሳጥንቅሹ ካልተጠየቀ መጠየቅ የለበትም የአንድ,Individual
ማህረሰብኮ እንደዚህ አመለካከታችንአዋሽ ባንክ አላችሁ ብርሃን አላችሁ ተረኛ አለማየሁ ታደሰኧረ እስከመቸ ጎበዝ የምንገፋው,Individual
መሬት ከምሰራው በተጨማሪ ማህበራዊ ሚድያ ቁጭ ብየ በአማርኛ ስጽፍ አልውልም ይልቁንም,Non-Racist
አሀ የተቃጠለው መስጅድና የአላህ ቁርአን ላንተ አይደለምነገር ሙስሊሙ ማህበረሰብ እየደረሰበት ያለውን ግፍና በደል ያውም ሰላማዊ በሆነ ሰልፍ እንዳይገልፅ የሚደረገው ርብርብ እሳቱን ለማጥፋት ያህል ብትጥርለማንኛውም የሙስሊሙን ያህል የሚያንገበግባቸው የወሎ ቄሶችና ክርስቲያን ወንድሞች ስላሉ ምላሽ ላንተና ለመሰሎችህ መሀይማን,Country
ባለ ጊዜ እያሉ ይጠሩናል ብሎ ለማለባበስ መፍጨርጨር እና እንደ ጠቅላይ ማይክራፎን ሲያገኙ እንጣጥ እንጣጥ ማለት ለአብይ ካድሪወች ይቻል ይሆናል,Country
እኛ የሚጨፈጭፉንን የአንድ የፋሽስት  መሳሪያ የሆነውን ሰራዊት ሳይሆን እራሳቸው እስከሞት አሳልፈው የሰጡንን የምንኮራባቸውን ጀግኖች እናከብራለን,Country
የኢትዮጵያ መከላከያ ሰራዊት ዛሬ በ24/2/2016 ዓ.ም  ወደ ሰከላ ለመገስገስ አሽፋ ከተማ የነበር የጠላት ኃይል ልዬ ቦታዉ ደረዋ ቤተክርስቲያን አካባቢ  ለዝርፊያ ሰፍሮ ይገኛል,Country
እነዚ ህ ጥቅጨማቸው ከተነካ ማንኛውኑም በቀጥታም በተዘወወሪከማድረግ ከማስደረግ ወደወላ አይሉም መጥፎ ሰይጣናዊ የሆነየፓለቲካ አገልጋይ ይታሰብበት,Country
ለበጎ ያልፋል እንሁን,Non-Racist
የስራ እንድሆንልህ የዘወትር ጸሎቴ,Non-Racist
አማራ ጋር ከመሳፈጥ ሲኦልን መምረጥ እንደሚሻል በሚገባቸው ቋንቋ አስረግጠህ አስረዳቸው,Regional
ጥቅማቹ ሲነካ እሪ ምንዋጋ አሀው በልተን እንቀደስ ሲባል እሪታ ያኔ ከናንተ በአንድ ቤተክርስትያን ፈጣሪን ማምለክ,Country
በመሆኑም በተጨማሪ በፋኖ ስም የሚንቀሳቀሱ የተቀሩ የመንግስት ተላላኪ አሽከሮች ላይ ማህበረሰቡ አጋልጦ ተገቢውን አስተማሪ እና የማያዳግም እርምጃ ለመውስድ ህዝቡ በጋራ መነሳት አለበት,Country
ጋላ መድረክ ስትመራ ላስተዋላት የምታወራ ሳይሆን ንብ ሊነድፋት ብሎ እየተከላከለች ያለች ትመስላለች,Regional
ከእናንተ ዘረኛ እናንተ ጥምቦች የቆማጣ ዘር,Regional
ሬሳ ኤርሚያስ ከሰው ከእንሰሳ,Non-Racist
ኦሮሞ ዛሬም ለግድያ ለእስራት ተረኛ,Regional
ቀድመን ሰው አንነካም ከነኵን ግን በአንድ አማራ አስር ፅንፈኛ ፋሽስት የአብይ ወታደርን ይገላል ብሎ ይወራረዳል,Regional
ቋሪት ለመግባት በሁለት ግንባር የተከፈተው ውጊያ በፋኖ ሃይሎች ተገትቷል,Individual
የአገዛዙ ክስረት ግን በጎጃምና ጎንደር ደምቢያ ብቻ አልተወሰነም,Country
ንገሪልኝ ለዚህ ምድረ ኮተት,Non-Racist
ጉዳዩ ትላንት ከሚሴ ምሽት አካባቢ መብራት አካባቢ ተለቀቀ ሌሊት አካባቢ ኔትወርክ ደቂቃ ቆይታ ኔትወርክ ተለቀቀ ሌሊት አካባቢ ተኩስ ተከፈተ ጉዳዩ,Non-Racist
አማራ ከነገሰና ስልጣንን ከተቆጣጠረ መጀመሪያ የሚያጠፋው ኦሮሞ ሙስሊሙም ክርስቲያኑንም ትግራይሙስሊሙና ክርስቲያንም ስልጤንሙስሊም ስለሆኑ ሶማሌሙስሊም ስለሆኑ አፋር ሙስሊሞች ስለሆኑ ከነዚህ የተቀሩትን በጉልበት እገዛሉ ያስገብረቸዋል,Regional
ጋላ ቁልቋል ለአማራ ስጋው ሳይሁን ስጋቱ ቁልቋል ጋላ ለአማራ ጥላው ጠላቱ,Regional
ክቡርነቶ ተባረክልን በርታልን ፍጥረት ከጎንህ,Non-Racist
በራባ ዶሪ ዘመኑ ሰውን አድኖ ገድሎ በመረጃነት ይዞ ያልተገኘ ሉባ መሪ አባ ገዳ አይመረጥም ይሄን ሚማሩት,Non-Racist
ቆሻሻ ሲዳሞ ከሰውነቱና ከቆዳ ልብሱ ቅማል ቆጥሮ እንጅ ፊደል ቆጥሮ አያውቅም እነዚህን ከብት መጥራት በራሱ ከብቶችን ያለሀጢያታቸው መውቀስ ደደብ መሀይም ግማታም ቆሻሻ የምንላቸው ወደን እስኪ እናንተስ ትሏቸዋላችሁ,Regional
በሰማይ ካለው በታችም በምድር ካለው ከምድርም በውሃ ካለው የማናቸውንም ምሳሌ የተቀረጸውንም ምስል ለአንተ አታድርግ,Country
ሃብታም ስር የማይጠፉ አበሻ ሴቶችና ቆሻሻ የሚርመሰመሱ ዝንቦች,Country
በተለያየ ጊዜ የይፋትን ህዝብ የሚያሸብሩ ኦነጎች ናቸው,Country
የፃፍከውን ተመልሰህ አንብበው ስህተትህ ካልገባህ ጭንቅላትህ የወንድሞችህን እበትና ፋንድያ አንስተህ ተቀባው,Individual
በቅርቡም ፋኖዎች በደሴ ጎጃም መስመር ላይ ባለችው ገነቴ፣ ከገነቴ በስተደቡብ ያሉ የቀላላና ልጓማ ከተሞች እንደገቡ መረጃዎች እየወጡ ነው,Individual
ስተሃል ጌታን ተቀበል ካህን ባይኖርም ልጅነትን በክርስቶስ የተነሳ አጊኝቻለው ትቀልዳለህ የካህኑ የኤሊ ልጆች እንደዛ ቤተመቅደሱን ሲያቆሽሹ ተቆጥቶ አጠፋቸው የናንተም ግፍ ስለበዛ እግዚአብሄር ተነሳ ለእርስቱ ጸጥ አይልም ንስሃ ግብ ክርስቶስ ተከታይ እናንተ የህዝብ ይሰራላችኋል ጥራት እንጅ ትትትትትትትትት ስታናዱ,Country
ሲዳማ ቡና ከተከታታይ ሽንፈት ድል ተመለሰ,Non-Racist
የመጅሊስ መሪነት ለኦሮሞ ስልጤ የተሰጠ ሃገር ትፈርሳለች,Regional
የሃረር ወጣቶች ሃረር ትክክለኛ ባደረስነው መረጃወች ባደረስነው ተጽኖ መሰረት ሃረር እየተስተካከሉ መረጃ ያደረስንባቸው ወረዳወችና አካላቶች መግለጫ በመግለጫ,Regional
የዛላምበሳ ነዋሪወች ከባድ መሳሪያወች ከኢትዮ ኤርትራ ድንበር እንዳይንቀሳቀሱ አገዱ መከላከያ ከባድ መሳሪያወቹን ከዛላምበሳ ድንበር ማንቀሳቀስ አልቻለም አመሻሽ ከኢትዮ ኤርትራ ድንበር አከባቢ ከባድ መሳርያ ይዘው የሚንቀሳቀሱ የመከላከያ ሰራዊት መኪኖች በአካባቢው ነዋሪወች እንዳይንቀሳቀሱ ተደርገዋል የኢትዮ ኤርትራ የድንበር ጦርነትን በአካባቢው ለአመታት ተሰማርተው ከባድ መሳሪያወችን ጭነው ሊንቀሳቀሱ የተባሉትን ከሀያ የሚሆኑ የመከላከያ ከባድ የጭነት መኪኖች በተባለ ከዛላምበሳ የሚገኘው ስፍራ,Non-Racist
